9:2:u;14:8:y;3:11:f;9:2:o;8:1:q;10:13:w
5:0:h;14:2:n;7:12:d;3:3:e;8:8:j;12:11:t
4:3:m;10:0:w;1:10:b;0:7:x;1:5:a;14:10:e
0:5:l;11:2:r;0:14:o;5:8:n;0:3:d;12:12:q
7:2:h;10:3:l;3:13:c;9:6:o;6:3:w;12:11:s
8:6:w;14:9:e;2:12:i;7:3:d;9:1:n;13:14:i
6:3:u;10:9:p;9:14:r;4:2:x;1:8:d;10:10:d
3:5:d;13:5:t;5:10:a;6:4:j;3:1:l;13:13:u
3:0:t;12:3:q;2:14:x;3:7:t;7:5:t;11:14:z
3:0:u;13:5:l;4:12:s;3:9:f;2:1:s;11:14:r
2:8:w;14:1:i;3:13:n;1:0:w;7:6:y;11:14:v
6:9:h;10:9:x;7:10:u;9:1:f;0:8:s;12:12:b
2:8:o;11:7:f;3:11:i;7:5:e;3:6:k;13:11:b
9:4:h;12:1:a;0:13:u;6:4:j;1:0:s;11:14:m
5:7:w;12:7:s;2:11:e;8:1:u;7:5:b;13:12:o
2:6:z;14:9:r;4:13:l;4:5:b;7:1:f;11:10:t
7:8:t;11:0:t;5:10:w;9:7:w;7:1:q;10:10:v
3:3:c;13:6:n;1:11:t;1:2:y;3:7:j;14:13:s
8:7:w;10:6:o;8:13:s;7:9:u;2:0:a;13:13:x
5:9:l;10:4:j;6:10:l;7:1:b;9:6:s;13:12:n
6:9:c;13:4:a;8:14:w;1:9:o;1:3:a;13:14:g
0:9:z;13:2:i;1:14:u;0:9:l;0:1:r;13:14:s
7:3:r;14:7:v;9:12:p;4:0:u;3:5:e;12:11:o
6:6:s;11:7:o;6:11:n;1:2:o;3:3:s;13:13:l
4:3:v;13:5:z;8:14:e;2:0:h;6:2:k;11:10:i
3:8:q;13:5:k;4:14:n;4:2:m;3:0:j;12:10:e
0:3:v;11:8:w;3:11:k;5:0:j;0:1:q;14:10:d
1:8:c;10:1:g;1:10:k;9:9:n;8:0:g;14:13:r
2:4:t;14:9:y;1:12:b;6:9:b;6:3:a;13:13:d
6:7:b;11:6:o;5:11:h;3:5:e;4:2:w;14:13:y
9:2:m;11:0:m;0:11:l;8:8:e;1:1:d;11:10:y
2:8:o;13:2:h;9:11:e;4:4:f;6:3:h;12:11:d
0:0:b;14:2:l;3:14:d;7:2:x;7:1:y;13:14:m
6:2:y;10:8:c;8:13:e;5:0:w;9:2:i;13:12:f
2:9:e;12:5:h;2:13:l;4:9:a;3:4:r;14:11:b
9:0:w;14:3:o;9:11:c;6:3:k;1:3:i;12:11:d
4:5:z;12:4:j;5:12:d;0:2:t;6:2:o;12:14:w
4:2:b;11:0:o;3:11:p;4:2:c;2:7:p;13:11:j
4:9:i;14:0:q;3:10:c;9:4:r;0:0:o;14:14:n
5:2:q;10:9:q;8:12:w;1:8:e;9:0:j;14:11:z
1:6:l;14:3:s;8:13:b;4:2:j;7:6:p;11:12:l
8:4:s;13:6:y;7:14:d;3:5:g;6:9:w;12:11:c
9:3:d;14:1:s;6:13:c;9:4:r;2:0:h;14:14:m
8:0:o;10:1:l;6:10:o;4:9:e;5:7:a;13:12:k
7:7:h;11:1:l;2:10:s;1:8:g;1:7:i;10:13:d
0:5:c;11:2:z;7:12:j;8:7:l;2:4:g;11:10:c
7:0:c;14:7:e;4:11:k;3:7:r;4:6:x;14:12:e
0:2:e;11:5:i;9:10:k;3:7:v;7:2:v;14:13:m
1:7:v;14:7:y;0:13:a;8:9:b;6:4:w;11:12:z
8:0:e;13:7:t;7:14:e;2:1:c;2:4:e;14:12:m
6:5:x;12:7:x;4:10:k;3:3:g;1:1:m;12:10:f
0:5:i;10:8:x;4:14:a;3:8:f;7:1:b;12:11:q
5:8:s;11:5:a;0:13:t;2:4:w;8:8:g;14:14:g
4:8:c;14:7:y;2:13:h;7:9:g;6:9:t;11:12:p
2:5:f;12:1:y;8:13:g;0:3:z;6:2:r;14:12:y
7:5:m;13:8:p;3:13:p;8:7:s;6:0:i;11:14:h
5:5:b;12:7:k;7:13:k;0:3:h;1:4:g;14:12:t
0:6:f;13:3:t;7:13:v;0:8:d;2:6:k;13:13:x
6:1:b;12:1:v;9:10:s;9:8:d;3:8:g;12:14:s
3:0:s;11:8:h;8:14:o;7:3:v;1:3:o;10:12:w
9:9:j;11:6:o;2:11:v;9:8:v;1:7:f;14:12:i
0:9:j;12:6:c;5:11:y;5:2:g;8:7:x;14:14:t
5:6:r;11:1:g;4:13:s;3:6:h;9:6:w;14:12:u
3:8:b;13:0:g;0:14:m;7:0:i;8:3:i;10:14:p
9:3:n;14:0:x;3:12:b;6:4:w;4:5:a;13:12:d
1:1:k;12:4:c;0:10:r;4:1:j;6:6:n;12:10:k
6:9:j;13:3:n;1:13:w;0:6:j;0:5:k;13:12:a
1:2:z;14:4:u;4:10:j;7:3:g;8:9:x;10:10:d
3:3:q;10:2:u;6:14:g;5:2:v;5:9:v;14:12:o
7:5:x;10:2:u;7:12:t;3:5:d;7:8:v;14:13:v
5:4:y;13:4:v;1:12:s;3:4:a;2:3:s;10:10:h
8:8:m;14:7:m;1:14:i;2:0:k;2:9:c;14:10:f
1:7:r;11:7:e;6:11:d;6:6:g;8:5:j;13:13:k
0:6:u;12:1:m;0:14:b;8:8:n;9:1:f;11:10:s
9:4:m;14:9:x;1:13:n;7:2:x;7:9:l;13:14:f
3:0:q;10:4:b;6:13:t;9:2:n;9:8:l;12:14:a
0:1:n;14:3:z;2:12:y;7:0:v;9:5:m;14:12:d
4:5:s;14:2:c;2:11:q;0:6:s;9:5:n;10:11:x
8:7:u;11:5:m;6:13:n;3:6:i;2:7:z;12:14:l
2:8:a;11:9:n;2:13:t;1:6:z;3:8:x;10:13:z
7:0:w;11:7:p;4:10:q;5:5:e;4:3:u;14:11:o
3:3:k;12:1:u;4:12:b;5:1:g;1:6:k;10:12:f
2:9:l;12:8:c;7:14:m;8:0:j;1:1:r;10:13:p
6:2:o;11:8:i;5:11:c;5:3:k;1:6:x;12:12:q
6:3:u;10:5:h;2:10:b;0:5:s;7:7:q;11:11:y
7:1:c;13:3:c;4:14:p;2:4:o;6:3:q;12:13:d
9:2:c;11:9:p;2:12:d;2:5:w;7:0:o;11:13:v
0:0:r;13:8:a;9:10:d;4:3:t;8:9:f;10:11:n
1:1:u;12:1:a;7:10:a;5:4:e;3:4:w;10:14:s
7:7:i;13:3:a;1:12:r;2:7:c;8:0:j;11:11:o
2:5:z;14:3:n;6:10:r;0:2:d;6:5:t;13:11:o
2:7:i;11:7:u;8:10:f;3:1:u;3:2:x;10:14:g
8:0:z;12:1:f;7:14:w;7:4:i;3:0:n;10:11:m
5:8:t;11:2:x;0:12:h;1:0:m;4:1:b;13:10:b
5:6:q;12:3:p;0:11:r;4:8:g;6:8:s;12:12:y
6:0:g;10:5:y;4:11:t;2:6:n;7:9:m;11:10:t
2:3:v;10:0:k;3:11:e;8:0:l;4:8:y;13:10:d
8:5:f;13:5:i;1:12:g;2:2:g;3:4:v;14:13:l
7:2:u;10:2:i;6:12:k;7:0:p;5:2:n;14:10:k
5:8:n;11:9:u;1:12:l;2:1:h;4:8:x;14:14:n
5:7:q;10:6:o;0:14:l;9:9:x;6:8:n;14:12:q
4:2:o;10:6:t;9:11:k;2:0:q;9:2:a;14:11:u
1:3:w;11:8:n;3:13:g;2:9:l;7:0:d;11:12:l
9:8:a;12:5:l;1:10:j;8:1:y;7:8:q;12:11:r
2:8:r;14:4:f;3:12:u;6:2:p;6:7:g;11:14:o
9:4:p;12:7:d;5:13:d;1:3:y;9:8:n;11:14:o
7:6:i;12:7:g;4:12:i;2:1:x;2:4:t;13:13:l
1:4:w;14:6:x;7:14:m;2:5:f;1:5:n;12:13:o
8:4:t;13:2:a;5:13:d;0:3:c;5:0:g;12:13:j
4:5:s;11:1:z;1:14:d;9:9:k;4:9:o;13:11:v
7:5:q;13:0:c;3:13:z;5:0:r;9:8:h;11:14:f
1:8:d;14:8:q;6:10:o;1:3:e;8:0:n;13:12:t
5:5:u;10:3:e;9:10:f;2:5:h;3:1:h;13:14:g
7:9:h;14:9:b;1:13:n;7:3:f;6:4:j;11:10:f
8:2:l;10:8:r;8:14:j;0:2:y;1:1:b;11:14:j
1:5:y;11:4:b;4:11:b;5:7:g;8:5:f;12:10:k
8:8:p;11:9:g;9:10:a;8:2:w;7:5:r;10:13:v
7:3:p;11:3:z;1:11:q;3:0:h;8:4:f;10:13:k
4:6:q;11:6:a;6:12:z;5:8:z;4:2:d;11:14:d
1:0:o;13:1:j;4:14:v;9:8:g;9:9:e;14:11:y
3:7:g;12:0:m;6:12:h;9:6:i;8:9:w;13:13:q
0:8:e;14:4:d;6:13:i;2:4:h;4:4:p;10:12:h
1:4:k;13:1:t;3:11:e;9:9:d;6:2:a;10:11:f
9:2:w;11:7:l;0:10:n;7:8:v;4:7:j;10:13:h
1:4:q;13:3:e;0:12:m;2:0:l;1:4:n;13:12:n
4:8:q;12:4:u;1:11:d;7:3:p;2:9:x;10:13:t
0:8:g;13:9:j;2:13:y;0:6:u;0:7:r;10:14:s
1:1:h;11:0:m;3:13:v;2:5:f;7:8:u;12:12:g
0:6:r;12:6:u;2:10:p;3:3:t;8:6:a;13:13:g
2:9:l;13:3:l;4:13:n;1:1:q;5:1:x;11:13:m
7:0:x;12:6:a;6:12:k;5:9:p;1:5:i;11:10:c
6:3:k;11:5:l;4:12:l;3:3:k;2:7:x;14:12:r
3:8:e;14:8:n;2:14:s;1:5:a;9:9:q;14:12:b
3:2:g;14:5:z;3:13:k;0:9:f;1:2:j;10:11:a
4:6:j;10:9:c;2:12:a;0:9:p;6:8:x;14:13:t
9:2:k;10:6:d;5:11:g;2:1:q;5:7:y;10:10:c
9:8:v;13:7:z;3:13:v;6:7:w;3:8:u;13:11:t
2:5:o;11:9:v;8:10:a;2:3:u;4:2:i;14:13:j
3:2:k;10:9:k;3:13:j;6:1:a;0:6:e;12:13:g
5:6:i;14:1:t;7:11:h;5:1:t;2:2:q;11:14:c
3:4:g;13:7:e;5:14:b;2:8:m;0:5:i;14:12:i
8:6:c;12:5:i;5:12:m;3:6:x;9:1:j;12:12:h
9:3:z;13:5:r;7:14:j;7:2:n;1:9:t;10:10:s
4:7:m;13:1:s;6:12:w;8:0:z;0:2:f;10:13:f
0:8:v;12:7:y;6:13:t;1:2:u;2:2:z;12:10:m
5:4:g;10:7:d;1:13:w;2:1:t;0:1:d;12:13:l
1:7:w;10:0:a;8:13:f;2:9:p;3:5:h;12:14:o
0:0:p;11:1:j;2:11:n;7:2:h;2:6:q;13:10:r
7:2:l;11:4:v;1:12:u;4:8:s;7:6:t;14:13:d
3:5:e;13:5:w;8:13:y;5:3:g;1:1:z;14:14:m
1:2:x;10:2:b;8:11:e;5:1:o;8:5:d;11:14:z
8:9:w;13:1:x;8:11:j;8:6:b;3:0:j;13:11:d
5:3:s;11:5:h;5:14:z;3:1:y;3:0:y;14:11:m
5:2:m;11:2:d;8:14:y;0:3:g;0:2:z;11:11:c
4:8:j;12:8:p;1:14:s;6:3:v;8:6:i;10:10:y
0:3:k;11:6:y;2:13:w;2:7:r;7:7:l;14:14:u
3:3:p;10:6:l;5:10:q;0:5:j;9:0:p;13:11:b
4:5:u;10:7:g;9:11:j;6:8:j;6:5:w;11:10:d
3:5:t;10:5:k;2:13:o;6:8:a;1:7:v;14:10:u
7:2:l;13:1:e;8:12:j;6:7:u;2:3:d;11:11:x
9:6:w;14:5:r;3:14:n;9:6:z;0:2:j;12:10:s
3:6:j;10:8:g;2:11:l;3:2:t;5:1:l;13:12:r
1:5:b;11:1:b;5:13:a;8:7:e;0:4:h;13:10:f
0:9:a;11:3:w;1:14:s;1:7:c;0:6:b;12:11:m
3:7:r;13:6:w;3:10:d;4:5:m;1:5:x;14:12:b
8:3:q;13:9:x;9:12:l;7:9:x;2:8:b;12:13:h
7:6:l;12:9:j;1:14:y;5:4:m;5:3:s;10:14:r
2:9:u;11:1:i;8:14:q;2:3:t;7:2:y;10:14:c
2:5:r;12:9:f;5:11:n;8:6:u;4:3:r;14:14:n
0:1:k;14:8:g;0:13:l;9:1:l;2:6:q;12:11:k
6:8:q;14:2:x;7:10:e;1:6:k;4:6:z;14:12:q
3:4:p;11:4:i;2:10:k;1:9:q;1:4:i;12:11:v
7:0:g;12:5:s;1:10:j;0:6:k;3:8:f;11:13:v
6:1:m;10:7:n;8:12:f;9:6:c;6:0:q;14:12:w
0:1:n;13:3:r;2:10:k;1:3:q;7:9:m;11:10:m
7:1:i;11:8:a;8:14:z;7:0:y;5:1:x;11:12:t
2:4:i;12:6:d;7:11:d;5:7:z;0:4:p;10:10:u
0:6:y;14:9:m;8:10:s;6:1:c;8:4:i;12:11:u
7:7:h;13:0:z;8:12:m;1:1:q;9:6:m;14:14:m
1:0:z;10:8:s;2:13:d;4:7:s;1:0:y;14:14:z
3:0:o;12:3:c;1:13:n;4:4:x;0:8:r;10:11:i
4:3:x;14:5:q;2:13:w;7:1:i;4:6:f;14:10:v
0:2:v;11:5:s;3:11:f;7:6:t;9:2:r;14:11:d
1:3:l;10:8:y;9:11:r;4:9:w;8:9:b;14:11:f
3:9:e;11:9:c;5:11:s;0:2:r;6:1:h;13:14:b
7:9:d;11:7:g;2:12:v;7:8:t;8:1:e;14:14:x
5:3:s;11:2:e;9:14:a;4:1:w;6:2:x;10:13:q
0:9:n;14:1:j;3:14:v;3:0:g;3:2:c;14:10:o
6:8:k;11:5:t;8:10:w;4:4:w;7:8:z;10:10:h
1:6:i;14:7:p;3:11:g;3:9:e;4:5:q;10:14:i
1:0:w;10:8:r;9:13:l;1:1:n;0:6:e;14:12:x
2:2:p;12:8:y;1:11:r;1:5:f;6:7:r;14:14:f
1:1:x;12:6:q;4:14:b;6:6:r;1:4:u;10:12:l
4:0:n;14:6:g;4:11:t;5:6:f;4:1:j;10:10:b
3:2:l;12:1:y;5:12:g;2:6:o;1:3:g;13:13:d
9:3:g;11:8:c;2:14:y;8:4:b;1:3:n;14:14:b
1:1:l;11:9:j;8:10:z;9:1:m;6:6:g;10:13:i
4:2:e;10:2:z;5:12:g;1:9:d;6:3:g;10:11:m
0:8:i;14:5:g;0:12:g;9:2:a;5:3:j;14:12:p
6:4:u;12:8:n;1:12:f;3:4:r;7:3:g;14:11:l
2:3:k;11:7:w;2:11:l;8:3:t;5:2:m;10:13:g
4:2:p;11:2:l;7:12:k;4:6:a;6:0:k;10:10:v
6:4:h;10:2:e;7:12:p;0:0:i;4:9:p;12:11:b
4:0:i;12:9:z;2:12:u;8:2:l;6:3:h;12:10:f
1:2:f;11:7:j;1:13:q;2:5:j;6:6:k;14:11:p
3:9:h;11:8:i;7:12:a;3:3:s;5:8:w;12:11:a
4:8:e;11:8:v;3:12:c;4:3:e;1:7:d;12:13:m
1:7:f;14:6:e;5:10:i;0:8:s;2:7:a;12:13:r
0:5:w;11:8:a;3:14:n;8:2:q;0:3:k;14:10:d
1:4:p;11:5:m;9:11:d;0:9:s;7:3:o;10:11:w
9:8:u;10:3:k;5:12:b;4:6:q;0:0:g;12:14:p
3:1:r;12:2:t;2:11:b;2:1:g;3:5:e;14:11:k
7:5:v;11:7:j;4:12:m;5:8:i;4:9:y;11:14:e
0:6:o;10:7:s;2:11:s;5:7:b;2:6:s;14:11:k
9:9:a;14:2:w;5:12:g;5:2:r;0:6:h;14:13:v
2:5:v;13:1:r;8:11:h;5:5:w;6:5:n;12:14:o
5:4:u;13:4:i;1:12:i;7:1:y;6:9:k;12:12:d
0:7:c;12:3:r;3:13:w;7:1:e;6:9:r;10:14:k
8:3:e;14:3:e;1:11:z;1:7:i;4:1:p;11:14:l
2:1:d;10:9:n;7:10:y;6:1:v;8:0:p;13:13:j
6:5:l;10:0:k;6:14:t;9:8:c;9:9:v;11:13:q
0:2:p;11:6:p;5:13:h;7:6:r;3:5:p;12:12:x
6:6:d;12:4:f;2:12:y;2:6:s;9:7:m;14:10:s
2:4:d;11:3:n;3:12:c;3:0:n;0:7:h;12:13:v
3:7:y;11:6:s;7:10:l;8:6:n;9:6:j;12:14:d
7:3:p;10:3:s;3:11:v;3:7:w;2:4:b;11:13:e
0:2:w;12:0:h;2:12:n;6:6:h;9:7:x;12:13:b
6:2:w;10:7:v;0:11:k;5:5:p;9:5:s;13:14:n
5:5:y;13:2:t;8:13:j;3:3:n;4:6:d;11:12:e
3:0:t;12:1:q;3:11:i;8:6:z;5:4:m;14:12:s
8:0:d;11:8:t;8:14:v;0:9:p;0:4:p;11:14:r
0:0:e;12:6:s;8:10:s;8:3:w;4:0:p;11:13:f
7:1:m;14:5:u;1:10:t;5:4:q;2:7:h;14:14:j
6:0:t;13:6:i;5:12:j;5:5:t;2:9:q;10:14:o
8:0:h;11:1:c;5:13:a;2:0:g;9:7:i;11:11:z
6:7:i;12:7:i;6:10:e;1:7:i;0:0:o;14:14:q
2:4:g;13:8:a;5:13:v;8:8:e;8:1:a;12:11:l
2:5:z;12:7:e;5:14:o;7:4:m;6:8:t;13:12:j
6:4:h;11:1:h;9:13:o;5:4:b;3:7:r;14:13:g
0:7:t;13:5:i;6:12:q;4:8:p;8:1:g;11:14:v
7:8:n;14:4:p;0:12:q;6:3:d;0:7:t;11:10:n
6:4:q;11:0:s;8:14:m;6:9:h;2:5:b;10:11:k
0:5:o;14:9:l;8:14:k;1:1:q;0:0:v;13:13:d
4:1:j;10:5:r;2:12:f;5:1:g;6:0:d;14:12:c
9:0:b;11:6:z;6:13:p;1:7:c;9:6:u;14:13:l
1:2:y;11:5:y;3:12:i;1:7:e;6:0:p;14:14:o
4:3:y;11:8:f;9:10:p;3:4:j;0:1:j;13:11:y
9:1:x;10:3:k;2:11:h;1:3:y;0:2:t;14:11:p
7:7:u;10:1:u;8:11:e;4:4:y;3:7:c;10:13:y
7:5:i;14:8:e;0:10:b;1:6:v;0:8:f;13:12:g
4:4:y;12:8:a;5:14:n;7:4:t;2:4:b;10:13:z
8:3:h;12:6:a;7:10:t;6:4:l;1:5:f;14:13:a
6:8:v;11:1:d;7:12:g;7:3:b;6:6:p;12:14:e
5:4:b;10:1:u;9:13:a;2:5:b;6:9:d;12:11:c
3:8:c;11:8:j;5:12:z;4:3:n;1:0:q;13:12:b
6:3:h;12:5:r;1:14:v;1:5:s;1:3:e;12:13:p
3:6:c;11:0:k;3:13:p;6:5:l;8:4:p;14:11:e
2:4:i;12:4:t;0:14:i;4:0:b;5:6:i;12:12:b
2:6:n;13:2:v;9:10:h;6:8:s;7:1:e;12:11:m
8:8:v;12:0:v;3:14:b;6:3:l;4:4:p;10:14:i
4:5:j;11:9:e;4:11:i;7:1:b;6:8:e;14:14:i
0:5:b;14:9:e;2:12:g;0:4:g;3:2:f;13:11:p
4:3:v;13:3:h;3:13:g;4:3:y;9:5:o;13:14:h
0:9:a;11:1:h;2:12:l;1:9:x;2:4:d;14:12:h
7:6:r;11:6:l;1:12:j;9:0:p;4:6:n;13:11:d
5:1:h;11:1:j;8:12:m;2:4:i;8:6:j;12:11:b
2:7:p;10:3:t;9:13:q;9:5:h;5:7:j;13:14:x
9:8:m;14:4:z;6:13:s;0:0:y;9:9:o;11:13:n
3:8:w;12:3:f;0:11:v;7:0:h;9:9:b;11:11:g
5:3:i;14:0:x;4:11:h;6:0:t;5:5:k;12:12:y
6:6:c;10:4:c;3:11:o;9:8:p;5:3:d;10:12:g
9:7:l;14:3:d;3:10:f;6:1:r;2:1:j;12:12:z
5:5:x;12:5:e;8:10:y;9:8:b;2:6:f;11:11:z
9:6:h;12:1:x;7:14:c;3:2:x;9:7:r;12:13:r
3:6:l;13:8:c;8:13:d;4:5:s;3:3:d;14:12:j
0:1:x;10:7:q;0:11:x;1:2:s;3:0:k;11:10:w
8:2:x;14:6:r;5:11:t;6:1:b;4:8:a;10:12:a
7:8:x;13:5:d;7:11:l;5:6:c;7:8:s;12:13:j
9:7:h;14:6:f;5:10:k;7:2:c;1:2:b;12:13:g
9:5:m;13:3:d;2:11:p;1:2:s;8:1:o;13:13:c
4:5:j;10:5:e;7:12:s;7:1:w;5:0:m;10:10:e
6:4:u;13:2:c;9:10:y;5:7:b;9:3:z;11:12:m
5:7:n;14:4:r;8:11:g;4:5:m;1:6:q;10:14:g
5:2:k;12:6:m;5:10:g;2:6:o;1:4:m;14:13:u
8:9:t;11:3:c;7:12:p;1:7:a;4:2:f;14:10:c
8:9:y;11:9:a;2:12:j;7:8:c;2:2:e;12:13:r
8:0:a;12:9:c;7:14:j;3:8:e;9:1:w;14:14:c
8:0:b;13:5:t;2:10:w;0:8:h;4:2:g;13:11:q
4:5:t;14:2:v;0:14:a;0:2:n;6:0:s;11:10:w
6:4:a;12:8:t;9:13:e;3:4:o;7:4:r;10:14:q
3:1:n;14:9:a;3:12:t;5:1:i;9:8:w;14:11:r
5:9:d;10:1:r;6:12:w;6:4:n;6:2:m;13:11:v
6:2:x;12:6:r;7:12:g;7:7:s;3:9:i;14:10:q
5:2:w;10:3:u;6:14:i;3:8:x;7:0:u;14:13:u
3:0:k;14:8:t;5:11:o;8:0:e;0:0:h;11:11:s
2:0:y;10:6:t;0:12:z;3:3:k;2:6:x;12:13:j
2:4:a;10:1:w;1:12:p;2:2:l;0:0:p;12:12:b
9:4:p;14:3:y;7:13:c;6:1:k;2:9:o;11:14:v
2:2:v;10:7:u;5:11:i;8:4:t;7:1:o;11:13:o
5:9:k;11:7:t;7:13:j;8:2:c;3:7:s;13:10:d
7:6:u;14:6:g;2:12:f;5:4:e;1:8:z;14:10:m
8:8:v;10:4:n;5:12:n;8:4:i;4:6:u;14:14:n
0:3:s;11:9:g;6:10:a;8:9:m;9:2:y;14:14:a
3:2:r;11:6:i;9:11:g;5:6:g;9:6:m;12:12:v
8:7:s;10:2:q;6:13:n;4:8:y;5:8:i;14:11:e
2:2:u;13:5:d;7:12:j;1:3:d;0:8:d;14:11:x
0:8:a;10:5:a;5:13:r;1:6:l;4:4:s;12:13:p
4:5:e;14:4:a;6:10:h;6:0:b;0:1:j;12:13:b
3:0:e;11:3:j;4:10:w;6:7:o;4:4:i;12:10:s
3:2:s;12:0:e;6:12:d;9:5:q;0:3:l;12:11:m
8:9:j;12:9:k;7:12:n;1:2:p;0:8:x;13:10:y
3:5:w;10:9:o;1:10:b;8:5:b;2:4:p;12:12:g
8:0:l;11:2:v;3:11:m;0:1:w;4:2:e;11:10:r
1:8:q;11:9:u;4:12:s;9:9:c;6:8:z;14:12:v
1:8:r;13:0:w;8:12:g;6:1:z;3:7:x;10:10:e
5:5:v;12:0:x;4:13:z;5:6:e;7:3:t;13:14:m
0:3:b;14:6:z;4:13:b;0:5:l;5:3:g;13:10:c
3:9:w;10:2:q;3:13:m;3:0:r;7:7:p;10:11:l
2:8:s;10:7:w;8:11:m;5:2:j;9:7:j;12:11:n
4:1:t;13:1:s;3:10:z;9:3:u;1:9:z;14:14:r
5:2:w;14:2:w;6:11:l;2:8:t;1:5:b;10:12:z
2:8:b;12:4:a;5:11:s;7:8:d;1:4:b;13:10:s
7:2:b;12:0:v;8:11:u;8:8:w;7:9:a;10:10:x
5:0:p;13:0:b;8:10:d;4:4:x;9:5:l;11:12:r
9:4:d;13:6:w;9:11:h;2:3:d;0:6:d;11:11:m
4:8:j;11:4:j;0:13:q;5:4:q;4:1:h;12:10:c
4:3:e;14:5:t;8:14:l;1:6:u;0:8:o;13:10:q
3:8:a;11:5:b;4:13:n;8:2:u;0:1:s;11:12:t
7:4:a;12:0:x;4:13:u;9:4:e;1:0:p;10:11:k
2:2:z;12:9:b;5:11:l;5:8:t;0:6:d;10:11:r
3:8:g;10:7:k;7:14:v;5:1:k;5:6:z;14:14:m
5:1:e;10:8:i;9:13:u;1:4:l;8:4:l;10:11:w
6:6:u;13:5:q;3:10:q;1:9:i;0:8:f;10:13:t
7:3:k;12:5:k;8:14:j;0:3:v;4:6:z;10:14:f
1:1:x;11:9:w;7:13:o;7:5:j;8:7:j;12:12:i
8:9:s;14:4:e;5:13:k;9:2:y;3:3:z;14:13:r
6:1:q;11:5:x;6:10:g;4:8:i;6:8:h;12:11:q
9:6:v;13:2:z;1:14:z;7:8:y;0:7:j;14:14:r
0:2:o;11:1:j;3:13:k;0:5:x;6:7:e;12:14:i
9:0:n;11:1:e;1:10:a;0:5:f;7:2:c;13:14:e
1:4:i;11:4:d;6:13:y;9:1:t;6:7:f;12:11:i
9:7:d;13:7:i;0:14:l;7:6:k;9:2:s;12:12:q
1:8:g;11:9:d;3:12:f;8:4:q;2:4:h;13:10:a
3:5:i;12:6:z;1:13:q;8:5:x;7:8:l;12:12:x
0:9:m;12:5:o;3:14:p;7:8:b;5:3:q;12:14:r
9:9:s;11:3:g;9:10:d;3:6:z;3:7:d;12:11:x
0:2:s;11:0:s;6:10:e;3:7:f;6:4:d;13:14:b
6:0:r;11:2:p;8:11:p;0:1:o;9:5:p;12:12:v
0:5:r;10:7:v;0:11:w;8:8:v;8:3:x;14:13:p
8:1:v;14:9:h;8:14:l;7:8:v;0:8:e;13:11:r
1:5:y;13:9:x;5:13:l;1:5:i;1:6:g;13:14:j
4:2:k;11:1:i;1:13:z;7:3:e;0:2:x;12:10:h
4:9:j;11:7:c;5:12:m;8:8:e;3:1:h;13:11:z
8:8:f;10:5:j;7:13:f;4:5:s;5:2:t;13:12:b
5:1:n;13:3:b;3:14:g;7:3:l;8:5:d;14:13:l
2:3:j;13:8:h;0:13:i;7:1:y;9:3:y;12:14:y
9:9:w;12:8:h;0:13:w;2:3:k;6:1:o;10:13:e
6:5:u;12:6:k;1:11:p;2:7:b;3:0:z;11:12:h
4:7:f;11:7:l;0:11:z;4:3:m;6:7:j;12:13:x
3:0:r;10:3:f;9:11:p;3:2:e;9:7:k;11:14:w
0:2:q;14:6:a;8:14:v;4:8:x;9:1:j;13:11:o
9:5:b;11:3:k;3:14:d;4:9:b;9:9:y;11:12:o
3:8:l;12:8:k;9:12:o;4:3:i;9:9:w;12:14:c
6:2:y;14:1:x;9:10:a;3:4:x;9:5:y;14:13:z
2:8:x;11:9:q;9:10:o;3:0:g;1:6:p;10:14:n
8:4:z;12:2:v;8:12:z;2:5:o;5:6:i;12:12:q
8:1:m;11:3:q;9:11:u;3:0:t;4:4:e;13:12:d
8:7:g;14:9:x;9:12:m;4:3:r;8:3:v;13:12:e
5:2:c;12:0:v;0:14:m;7:4:m;9:5:f;12:14:k
7:1:u;14:6:l;0:14:p;0:0:h;5:4:r;14:10:s
2:5:o;11:6:n;7:12:x;8:8:r;4:8:c;13:11:u
6:1:u;11:5:f;2:12:m;2:8:i;5:1:y;10:11:u
1:6:p;10:1:y;1:10:v;1:4:d;2:6:v;11:10:q
7:0:s;11:8:d;6:12:a;8:7:s;8:6:h;11:13:u
4:3:r;13:0:k;3:13:j;7:5:i;2:3:k;12:12:f
6:1:e;13:9:b;6:11:k;4:0:i;3:2:h;14:14:k
5:0:f;12:1:m;0:12:y;5:1:g;2:1:p;10:11:c
9:4:h;14:5:x;6:11:m;3:9:p;4:6:k;13:10:r
8:2:y;14:6:x;9:13:r;0:7:q;7:0:d;14:13:m
2:5:s;10:7:o;0:14:v;3:5:m;8:1:m;13:14:g
7:6:x;11:8:o;7:13:q;1:8:h;6:4:n;12:12:g
8:7:r;14:8:u;5:10:e;1:2:e;9:1:n;10:10:t
8:0:e;14:7:h;1:13:s;9:7:p;6:8:x;11:10:l
4:3:u;12:1:n;7:14:n;8:8:g;6:0:q;14:13:u
1:4:g;10:6:w;1:13:x;4:3:a;5:9:j;13:14:g
5:7:t;11:3:u;3:12:e;3:3:o;6:4:j;13:13:i
0:7:d;14:2:b;4:12:f;2:3:p;5:0:n;12:11:u
5:3:o;12:7:v;8:13:r;7:1:v;8:5:j;12:10:p
